Timestamp	Timestamp	Depth
2019-03-10 21:39:00	10/03/2019 21:39:00	1.242
2019-03-10 21:40:00	10/03/2019 21:40:00	1.296
2019-03-10 21:41:00	10/03/2019 21:41:00	1.2690000000000001
2019-03-10 21:42:00	10/03/2019 21:42:00	1.226
2019-03-10 21:43:00	10/03/2019 21:43:00	1.25
2019-03-10 21:44:00	10/03/2019 21:44:00	1.265
2019-03-10 21:45:00	10/03/2019 21:45:00	1.228
2019-03-10 21:46:00	10/03/2019 21:46:00	1.2770000000000001
2019-03-10 21:47:00	10/03/2019 21:47:00	1.227
2019-03-10 21:48:00	10/03/2019 21:48:00	1.2329999999999999
2019-03-10 21:49:00	10/03/2019 21:49:00	1.2109999999999999
2019-03-10 21:50:00	10/03/2019 21:50:00	1.194
2019-03-10 21:51:00	10/03/2019 21:51:00	1.2109999999999999
2019-03-10 21:52:00	10/03/2019 21:52:00	1.2109999999999999
2019-03-10 21:53:00	10/03/2019 21:53:00	1.186
2019-03-10 21:54:00	10/03/2019 21:54:00	1.208
2019-03-10 21:55:00	10/03/2019 21:55:00	1.216
2019-03-10 21:56:00	10/03/2019 21:56:00	1.222
2019-03-10 21:57:00	10/03/2019 21:57:00	1.226
2019-03-10 21:58:00	10/03/2019 21:58:00	1.186
2019-03-10 21:59:00	10/03/2019 21:59:00	1.1840000000000002
2019-03-10 22:00:00	10/03/2019 22:00:00	1.16
2019-03-10 22:01:00	10/03/2019 22:01:00	1.208
2019-03-10 22:02:00	10/03/2019 22:02:00	1.1520000000000001
2019-03-10 22:03:00	10/03/2019 22:03:00	1.202
